[[2, 4], [3], [5], [6, 7]]
[4, 16, 49, 9, 39, 51]
[4, 16, 49, 52, 9, 39]
[4, 16, 49, 9, 39, 53]
[4, 16, 49, 9, 39, 54]
[4, 16, 50, 9, 39, 51]
[4, 16, 50, 52, 9, 39]
[4, 16, 50, 9, 39, 53]
[4, 16, 50, 9, 39, 54]
[4, 16, 52, 9, 39, 51]
[4, 16, 9, 39, 51, 53]
[4, 16, 9, 39, 51, 54]
[4, 16, 52, 9, 39, 53]
[4, 16, 52, 9, 39, 54]
[4, 16, 9, 39, 53, 54]
[4, 16, 49, 50, 9, 51]
[4, 16, 49, 50, 52, 9]
[4, 16, 49, 50, 9, 53]
[4, 16, 49, 50, 9, 54]
[4, 16, 49, 52, 9, 51]
[4, 16, 49, 9, 51, 53]
[4, 16, 49, 9, 51, 54]
[4, 16, 49, 52, 9, 53]
[4, 16, 49, 52, 9, 54]
[4, 16, 49, 9, 53, 54]
[4, 16, 50, 52, 9, 51]
[4, 16, 50, 9, 51, 53]
[4, 16, 50, 9, 51, 54]
[4, 16, 50, 52, 9, 53]
[4, 16, 50, 52, 9, 54]
[4, 16, 50, 9, 53, 54]
[4, 16, 52, 9, 51, 53]
[4, 16, 52, 9, 51, 54]
[4, 16, 9, 51, 53, 54]
[4, 16, 52, 9, 53, 54]
[4, 34, 37, 17, 9, 18]
[4, 34, 17, 38, 9, 18]
[4, 34, 17, 9, 18, 39]
[4, 34, 49, 17, 9, 18]
[4, 34, 17, 50, 9, 18]
[4, 34, 17, 9, 18, 51]
[4, 34, 17, 52, 9, 18]
[4, 34, 17, 9, 18, 53]
[4, 34, 17, 9, 18, 54]
[4, 37, 17, 38, 9, 18]
[4, 37, 17, 9, 18, 39]
[4, 37, 49, 17, 9, 18]
[4, 37, 17, 50, 9, 18]
[4, 37, 17, 9, 18, 51]
[4, 37, 17, 52, 9, 18]
[4, 37, 17, 9, 18, 53]
[4, 37, 17, 9, 18, 54]
[4, 17, 38, 9, 18, 39]
[4, 49, 17, 38, 9, 18]
[4, 17, 38, 50, 9, 18]
[4, 17, 38, 9, 18, 51]
[4, 17, 38, 52, 9, 18]
[4, 17, 38, 9, 18, 53]
[4, 17, 38, 9, 18, 54]
[4, 49, 17, 9, 18, 39]
[4, 17, 50, 9, 18, 39]
[4, 17, 9, 18, 39, 51]
[4, 17, 52, 9, 18, 39]
[4, 17, 9, 18, 39, 53]
[4, 17, 9, 18, 39, 54]
[4, 49, 17, 50, 9, 18]
[4, 49, 17, 9, 18, 51]
[4, 49, 17, 52, 9, 18]
[4, 49, 17, 9, 18, 53]
[4, 49, 17, 9, 18, 54]
[4, 17, 50, 9, 18, 51]
[4, 17, 50, 52, 9, 18]
[4, 17, 50, 9, 18, 53]
[4, 17, 50, 9, 18, 54]
[4, 17, 52, 9, 18, 51]
[4, 17, 9, 18, 51, 53]
[4, 17, 9, 18, 51, 54]
[4, 17, 52, 9, 18, 53]
[4, 17, 52, 9, 18, 54]
[4, 17, 9, 18, 53, 54]
[4, 34, 37, 17, 38, 9]
[4, 34, 37, 17, 9, 39]
[4, 34, 37, 49, 17, 9]
[4, 34, 37, 17, 50, 9]
[4, 34, 37, 17, 9, 51]
[4, 34, 37, 17, 52, 9]
[4, 34, 37, 17, 9, 53]
[4, 34, 37, 17, 9, 54]
[4, 34, 17, 38, 9, 39]
[4, 34, 49, 17, 38, 9]
[4, 34, 17, 38, 50, 9]
[4, 34, 17, 38, 9, 51]
[4, 34, 17, 38, 52, 9]
[4, 34, 17, 38, 9, 53]
[4, 34, 17, 38, 9, 54]
[4, 34, 49, 17, 9, 39]
[4, 34, 17, 50, 9, 39]
[4, 34, 17, 9, 39, 51]
[4, 34, 17, 52, 9, 39]
[4, 34, 17, 9, 39, 53]
[4, 34, 17, 9, 39, 54]
[4, 34, 49, 17, 50, 9]
[4, 34, 49, 17, 9, 51]
[4, 34, 49, 17, 52, 9]
[4, 34, 49, 17, 9, 53]
[4, 34, 49, 17, 9, 54]
[4, 34, 17, 50, 9, 51]
[4, 34, 17, 50, 52, 9]
[4, 34, 17, 50, 9, 53]
[4, 34, 17, 50, 9, 54]
[4, 34, 17, 52, 9, 51]
[4, 34, 17, 9, 51, 53]
[4, 34, 17, 9, 51, 54]
[4, 34, 17, 52, 9, 53]
[4, 34, 17, 52, 9, 54]
[4, 34, 17, 9, 53, 54]
[4, 37, 17, 38, 9, 39]
[4, 37, 49, 17, 38, 9]
[4, 37, 17, 38, 50, 9]
[4, 37, 17, 38, 9, 51]
[4, 37, 17, 38, 52, 9]
[4, 37, 17, 38, 9, 53]
[4, 37, 17, 38, 9, 54]
[4, 37, 49, 17, 9, 39]
[4, 37, 17, 50, 9, 39]
[4, 37, 17, 9, 39, 51]
[4, 37, 17, 52, 9, 39]
[4, 37, 17, 9, 39, 53]
[4, 37, 17, 9, 39, 54]
[4, 37, 49, 17, 50, 9]
[4, 37, 49, 17, 9, 51]
[4, 37, 49, 17, 52, 9]
[4, 37, 49, 17, 9, 53]
[4, 37, 49, 17, 9, 54]
[4, 37, 17, 50, 9, 51]
[4, 37, 17, 50, 52, 9]
[4, 37, 17, 50, 9, 53]
[4, 37, 17, 50, 9, 54]
[4, 37, 17, 52, 9, 51]
[4, 37, 17, 9, 51, 53]
[4, 37, 17, 9, 51, 54]
[4, 37, 17, 52, 9, 53]
[4, 37, 17, 52, 9, 54]
[4, 37, 17, 9, 53, 54]
[4, 49, 17, 38, 9, 39]
[4, 17, 38, 50, 9, 39]
[4, 17, 38, 9, 39, 51]
[4, 17, 38, 52, 9, 39]
[4, 17, 38, 9, 39, 53]
[4, 17, 38, 9, 39, 54]
[4, 49, 17, 38, 50, 9]
[4, 49, 17, 38, 9, 51]
[4, 49, 17, 38, 52, 9]
[4, 49, 17, 38, 9, 53]
[4, 49, 17, 38, 9, 54]
[4, 17, 38, 50, 9, 51]
[4, 17, 38, 50, 52, 9]
[4, 17, 38, 50, 9, 53]
[4, 17, 38, 50, 9, 54]
[4, 17, 38, 52, 9, 51]
[4, 17, 38, 9, 51, 53]
[4, 17, 38, 9, 51, 54]
[4, 17, 38, 52, 9, 53]
[4, 17, 38, 52, 9, 54]
[4, 17, 38, 9, 53, 54]
[4, 49, 17, 50, 9, 39]
[4, 49, 17, 9, 39, 51]
[4, 49, 17, 52, 9, 39]
[4, 49, 17, 9, 39, 53]
[4, 49, 17, 9, 39, 54]
[4, 17, 50, 9, 39, 51]
[4, 17, 50, 52, 9, 39]
[4, 17, 50, 9, 39, 53]
[4, 17, 50, 9, 39, 54]
[4, 17, 52, 9, 39, 51]
[4, 17, 9, 39, 51, 53]
[4, 17, 9, 39, 51, 54]
[4, 17, 52, 9, 39, 53]
[4, 17, 52, 9, 39, 54]
[4, 17, 9, 39, 53, 54]
[4, 49, 17, 50, 9, 51]
[4, 49, 17, 50, 52, 9]
[4, 49, 17, 50, 9, 53]
[4, 49, 17, 50, 9, 54]
[4, 49, 17, 52, 9, 51]
[4, 49, 17, 9, 51, 53]
[4, 49, 17, 9, 51, 54]
[4, 49, 17, 52, 9, 53]
[4, 49, 17, 52, 9, 54]
[4, 49, 17, 9, 53, 54]
[4, 17, 50, 52, 9, 51]
[4, 17, 50, 9, 51, 53]
[4, 17, 50, 9, 51, 54]
[4, 17, 50, 52, 9, 53]
[4, 17, 50, 52, 9, 54]
[4, 17, 50, 9, 53, 54]
[4, 17, 52, 9, 51, 53]
[4, 17, 52, 9, 51, 54]
[4, 17, 9, 51, 53, 54]
[4, 17, 52, 9, 53, 54]
[4, 34, 37, 38, 9, 18]
[4, 34, 37, 9, 18, 39]
[4, 34, 37, 49, 9, 18]
[4, 34, 37, 50, 9, 18]
[4, 34, 37, 9, 18, 51]
[4, 34, 37, 52, 9, 18]
[4, 34, 37, 9, 18, 53]
[4, 34, 37, 9, 18, 54]
[4, 34, 38, 9, 18, 39]
[4, 34, 49, 38, 9, 18]
[4, 34, 38, 50, 9, 18]
[4, 34, 38, 9, 18, 51]
[4, 34, 38, 52, 9, 18]
[4, 34, 38, 9, 18, 53]
[4, 34, 38, 9, 18, 54]
[4, 34, 49, 9, 18, 39]
[4, 34, 50, 9, 18, 39]
[4, 34, 9, 18, 39, 51]
[4, 34, 52, 9, 18, 39]
[4, 34, 9, 18, 39, 53]
[4, 34, 9, 18, 39, 54]
[4, 34, 49, 50, 9, 18]
[4, 34, 49, 9, 18, 51]
[4, 34, 49, 52, 9, 18]
[4, 34, 49, 9, 18, 53]
[4, 34, 49, 9, 18, 54]
[4, 34, 50, 9, 18, 51]
[4, 34, 50, 52, 9, 18]
[4, 34, 50, 9, 18, 53]
[4, 34, 50, 9, 18, 54]
[4, 34, 52, 9, 18, 51]
[4, 34, 9, 18, 51, 53]
[4, 34, 9, 18, 51, 54]
[4, 34, 52, 9, 18, 53]
[4, 34, 52, 9, 18, 54]
[4, 34, 9, 18, 53, 54]
[4, 37, 38, 9, 18, 39]
[4, 37, 49, 38, 9, 18]
[4, 37, 38, 50, 9, 18]
[4, 37, 38, 9, 18, 51]
[4, 37, 38, 52, 9, 18]
[4, 37, 38, 9, 18, 53]
[4, 37, 38, 9, 18, 54]
[4, 37, 49, 9, 18, 39]
[4, 37, 50, 9, 18, 39]
[4, 37, 9, 18, 39, 51]
[4, 37, 52, 9, 18, 39]
[4, 37, 9, 18, 39, 53]
[4, 37, 9, 18, 39, 54]
[4, 37, 49, 50, 9, 18]
[4, 37, 49, 9, 18, 51]
[4, 37, 49, 52, 9, 18]
[4, 37, 49, 9, 18, 53]
[4, 37, 49, 9, 18, 54]
[4, 37, 50, 9, 18, 51]
[4, 37, 50, 52, 9, 18]
[4, 37, 50, 9, 18, 53]
[4, 37, 50, 9, 18, 54]
[4, 37, 52, 9, 18, 51]
[4, 37, 9, 18, 51, 53]
[4, 37, 9, 18, 51, 54]
[4, 37, 52, 9, 18, 53]
[4, 37, 52, 9, 18, 54]
[4, 37, 9, 18, 53, 54]
[4, 49, 38, 9, 18, 39]
[4, 38, 50, 9, 18, 39]
[4, 38, 9, 18, 39, 51]
[4, 38, 52, 9, 18, 39]
[4, 38, 9, 18, 39, 53]
[4, 38, 9, 18, 39, 54]
[4, 49, 38, 50, 9, 18]
[4, 49, 38, 9, 18, 51]
[4, 49, 38, 52, 9, 18]
[4, 49, 38, 9, 18, 53]
[4, 49, 38, 9, 18, 54]
[4, 38, 50, 9, 18, 51]
[4, 38, 50, 52, 9, 18]
[4, 38, 50, 9, 18, 53]
[4, 38, 50, 9, 18, 54]
[4, 38, 52, 9, 18, 51]
[4, 38, 9, 18, 51, 53]
[4, 38, 9, 18, 51, 54]
[4, 38, 52, 9, 18, 53]
[4, 38, 52, 9, 18, 54]
[4, 38, 9, 18, 53, 54]
[4, 49, 50, 9, 18, 39]
[4, 49, 9, 18, 39, 51]
[4, 49, 52, 9, 18, 39]
[4, 49, 9, 18, 39, 53]
[4, 49, 9, 18, 39, 54]
[4, 50, 9, 18, 39, 51]
[4, 50, 52, 9, 18, 39]
[4, 50, 9, 18, 39, 53]
[4, 50, 9, 18, 39, 54]
[4, 52, 9, 18, 39, 51]
[4, 9, 18, 39, 51, 53]
[4, 9, 18, 39, 51, 54]
[4, 52, 9, 18, 39, 53]
[4, 52, 9, 18, 39, 54]
[4, 9, 18, 39, 53, 54]
[4, 49, 50, 9, 18, 51]
[4, 49, 50, 52, 9, 18]
[4, 49, 50, 9, 18, 53]
[4, 49, 50, 9, 18, 54]
[4, 49, 52, 9, 18, 51]
[4, 49, 9, 18, 51, 53]
[4, 49, 9, 18, 51, 54]
[4, 49, 52, 9, 18, 53]
[4, 49, 52, 9, 18, 54]
[4, 49, 9, 18, 53, 54]
[4, 50, 52, 9, 18, 51]
[4, 50, 9, 18, 51, 53]
[4, 50, 9, 18, 51, 54]
[4, 50, 52, 9, 18, 53]
[4, 50, 52, 9, 18, 54]
[4, 50, 9, 18, 53, 54]
[4, 52, 9, 18, 51, 53]
[4, 52, 9, 18, 51, 54]
[4, 9, 18, 51, 53, 54]
[4, 52, 9, 18, 53, 54]
[4, 34, 37, 38, 9, 39]
[4, 34, 37, 49, 38, 9]
[4, 34, 37, 38, 50, 9]
[4, 34, 37, 38, 9, 51]
[4, 34, 37, 38, 52, 9]
[4, 34, 37, 38, 9, 53]
[4, 34, 37, 38, 9, 54]
[4, 34, 37, 49, 9, 39]
[4, 34, 37, 50, 9, 39]
[4, 34, 37, 9, 39, 51]
[4, 34, 37, 52, 9, 39]
[4, 34, 37, 9, 39, 53]
[4, 34, 37, 9, 39, 54]
[4, 34, 37, 49, 50, 9]
[4, 34, 37, 49, 9, 51]
[4, 34, 37, 49, 52, 9]
[4, 34, 37, 49, 9, 53]
[4, 34, 37, 49, 9, 54]
[4, 34, 37, 50, 9, 51]
[4, 34, 37, 50, 52, 9]
[4, 34, 37, 50, 9, 53]
[4, 34, 37, 50, 9, 54]
[4, 34, 37, 52, 9, 51]
[4, 34, 37, 9, 51, 53]
[4, 34, 37, 9, 51, 54]
[4, 34, 37, 52, 9, 53]
[4, 34, 37, 52, 9, 54]
[4, 34, 37, 9, 53, 54]
[4, 34, 49, 38, 9, 39]
[4, 34, 38, 50, 9, 39]
[4, 34, 38, 9, 39, 51]
[4, 34, 38, 52, 9, 39]
[4, 34, 38, 9, 39, 53]
[4, 34, 38, 9, 39, 54]
[4, 34, 49, 38, 50, 9]
[4, 34, 49, 38, 9, 51]
[4, 34, 49, 38, 52, 9]
[4, 34, 49, 38, 9, 53]
[4, 34, 49, 38, 9, 54]
[4, 34, 38, 50, 9, 51]
[4, 34, 38, 50, 52, 9]
[4, 34, 38, 50, 9, 53]
[4, 34, 38, 50, 9, 54]
[4, 34, 38, 52, 9, 51]
[4, 34, 38, 9, 51, 53]
[4, 34, 38, 9, 51, 54]
[4, 34, 38, 52, 9, 53]
[4, 34, 38, 52, 9, 54]
[4, 34, 38, 9, 53, 54]
[4, 34, 49, 50, 9, 39]
[4, 34, 49, 9, 39, 51]
[4, 34, 49, 52, 9, 39]
[4, 34, 49, 9, 39, 53]
[4, 34, 49, 9, 39, 54]
[4, 34, 50, 9, 39, 51]
[4, 34, 50, 52, 9, 39]
[4, 34, 50, 9, 39, 53]
[4, 34, 50, 9, 39, 54]
[4, 34, 52, 9, 39, 51]
[4, 34, 9, 39, 51, 53]
[4, 34, 9, 39, 51, 54]
[4, 34, 52, 9, 39, 53]
[4, 34, 52, 9, 39, 54]
[4, 34, 9, 39, 53, 54]
[4, 34, 49, 50, 9, 51]
[4, 34, 49, 50, 52, 9]
[4, 34, 49, 50, 9, 53]
[4, 34, 49, 50, 9, 54]
[4, 34, 49, 52, 9, 51]
[4, 34, 49, 9, 51, 53]
[4, 34, 49, 9, 51, 54]
[4, 34, 49, 52, 9, 53]
[4, 34, 49, 52, 9, 54]
[4, 34, 49, 9, 53, 54]
[4, 34, 50, 52, 9, 51]
[4, 34, 50, 9, 51, 53]
[4, 34, 50, 9, 51, 54]
[4, 34, 50, 52, 9, 53]
[4, 34, 50, 52, 9, 54]
[4, 34, 50, 9, 53, 54]
[4, 34, 52, 9, 51, 53]
[4, 34, 52, 9, 51, 54]
[4, 34, 9, 51, 53, 54]
[4, 34, 52, 9, 53, 54]
[4, 37, 49, 38, 9, 39]
[4, 37, 38, 50, 9, 39]
[4, 37, 38, 9, 39, 51]
[4, 37, 38, 52, 9, 39]
[4, 37, 38, 9, 39, 53]
[4, 37, 38, 9, 39, 54]
[4, 37, 49, 38, 50, 9]
[4, 37, 49, 38, 9, 51]
[4, 37, 49, 38, 52, 9]
[4, 37, 49, 38, 9, 53]
[4, 37, 49, 38, 9, 54]
[4, 37, 38, 50, 9, 51]
[4, 37, 38, 50, 52, 9]
[4, 37, 38, 50, 9, 53]
[4, 37, 38, 50, 9, 54]
[4, 37, 38, 52, 9, 51]
[4, 37, 38, 9, 51, 53]
[4, 37, 38, 9, 51, 54]
[4, 37, 38, 52, 9, 53]
[4, 37, 38, 52, 9, 54]
[4, 37, 38, 9, 53, 54]
[4, 37, 49, 50, 9, 39]
[4, 37, 49, 9, 39, 51]
[4, 37, 49, 52, 9, 39]
[4, 37, 49, 9, 39, 53]
[4, 37, 49, 9, 39, 54]
[4, 37, 50, 9, 39, 51]
[4, 37, 50, 52, 9, 39]
[4, 37, 50, 9, 39, 53]
[4, 37, 50, 9, 39, 54]
[4, 37, 52, 9, 39, 51]
[4, 37, 9, 39, 51, 53]
[4, 37, 9, 39, 51, 54]
[4, 37, 52, 9, 39, 53]
[4, 37, 52, 9, 39, 54]
[4, 37, 9, 39, 53, 54]
[4, 37, 49, 50, 9, 51]
[4, 37, 49, 50, 52, 9]
[4, 37, 49, 50, 9, 53]
[4, 37, 49, 50, 9, 54]
[4, 37, 49, 52, 9, 51]
[4, 37, 49, 9, 51, 53]
[4, 37, 49, 9, 51, 54]
[4, 37, 49, 52, 9, 53]
[4, 37, 49, 52, 9, 54]
[4, 37, 49, 9, 53, 54]
[4, 37, 50, 52, 9, 51]
[4, 37, 50, 9, 51, 53]
[4, 37, 50, 9, 51, 54]
[4, 37, 50, 52, 9, 53]
[4, 37, 50, 52, 9, 54]
[4, 37, 50, 9, 53, 54]
[4, 37, 52, 9, 51, 53]
[4, 37, 52, 9, 51, 54]
[4, 37, 9, 51, 53, 54]
[4, 37, 52, 9, 53, 54]
[4, 49, 38, 50, 9, 39]
[4, 49, 38, 9, 39, 51]
[4, 49, 38, 52, 9, 39]
[4, 49, 38, 9, 39, 53]
[4, 49, 38, 9, 39, 54]
[4, 38, 50, 9, 39, 51]
[4, 38, 50, 52, 9, 39]
[4, 38, 50, 9, 39, 53]
[4, 38, 50, 9, 39, 54]
[4, 38, 52, 9, 39, 51]
[4, 38, 9, 39, 51, 53]
[4, 38, 9, 39, 51, 54]
[4, 38, 52, 9, 39, 53]
[4, 38, 52, 9, 39, 54]
[4, 38, 9, 39, 53, 54]
[4, 49, 38, 50, 9, 51]
[4, 49, 38, 50, 52, 9]
[4, 49, 38, 50, 9, 53]
[4, 49, 38, 50, 9, 54]
[4, 49, 38, 52, 9, 51]
[4, 49, 38, 9, 51, 53]
[4, 49, 38, 9, 51, 54]
[4, 49, 38, 52, 9, 53]
[4, 49, 38, 52, 9, 54]
[4, 49, 38, 9, 53, 54]
[4, 38, 50, 52, 9, 51]
[4, 38, 50, 9, 51, 53]
[4, 38, 50, 9, 51, 54]
[4, 38, 50, 52, 9, 53]
[4, 38, 50, 52, 9, 54]
[4, 38, 50, 9, 53, 54]
[4, 38, 52, 9, 51, 53]
[4, 38, 52, 9, 51, 54]
[4, 38, 9, 51, 53, 54]
[4, 38, 52, 9, 53, 54]
[4, 49, 50, 9, 39, 51]
[4, 49, 50, 52, 9, 39]
[4, 49, 50, 9, 39, 53]
[4, 49, 50, 9, 39, 54]
[4, 49, 52, 9, 39, 51]
[4, 49, 9, 39, 51, 53]
[4, 49, 9, 39, 51, 54]
[4, 49, 52, 9, 39, 53]
[4, 49, 52, 9, 39, 54]
[4, 49, 9, 39, 53, 54]
[4, 50, 52, 9, 39, 51]
[4, 50, 9, 39, 51, 53]
[4, 50, 9, 39, 51, 54]
[4, 50, 52, 9, 39, 53]
[4, 50, 52, 9, 39, 54]
[4, 50, 9, 39, 53, 54]
[4, 52, 9, 39, 51, 53]
[4, 52, 9, 39, 51, 54]
[4, 9, 39, 51, 53, 54]
[4, 52, 9, 39, 53, 54]
[4, 49, 50, 52, 9, 51]
[4, 49, 50, 9, 51, 53]
[4, 49, 50, 9, 51, 54]
[4, 49, 50, 52, 9, 53]
[4, 49, 50, 52, 9, 54]
[4, 49, 50, 9, 53, 54]
[4, 49, 52, 9, 51, 53]
[4, 49, 52, 9, 51, 54]
[4, 49, 9, 51, 53, 54]
[4, 49, 52, 9, 53, 54]
[4, 50, 52, 9, 51, 53]
[4, 50, 52, 9, 51, 54]
[4, 50, 9, 51, 53, 54]
[4, 50, 52, 9, 53, 54]
[4, 52, 9, 51, 53, 54]
[10, 4, 13, 16, 17, 18]
[10, 4, 13, 34, 16, 17]
[10, 4, 13, 16, 37, 17]
[10, 4, 13, 16, 17, 38]
[10, 4, 13, 16, 17, 39]
[10, 4, 13, 16, 49, 17]
[10, 4, 13, 16, 17, 50]
[10, 4, 13, 16, 17, 51]
[10, 4, 13, 16, 17, 52]
[10, 4, 13, 16, 17, 53]
[10, 4, 13, 16, 17, 54]
[10, 4, 13, 34, 16, 18]
[10, 4, 13, 16, 37, 18]
[10, 4, 13, 16, 38, 18]
[10, 4, 13, 16, 18, 39]
[10, 4, 13, 16, 49, 18]
[10, 4, 13, 16, 50, 18]
[10, 4, 13, 16, 18, 51]
[10, 4, 13, 16, 52, 18]
[10, 4, 13, 16, 18, 53]
[10, 4, 13, 16, 18, 54]
[10, 4, 13, 34, 16, 37]
[10, 4, 13, 34, 16, 38]
[10, 4, 13, 34, 16, 39]
[10, 4, 13, 34, 16, 49]
[10, 4, 13, 34, 16, 50]
[10, 4, 13, 34, 16, 51]
[10, 4, 13, 34, 16, 52]
[10, 4, 13, 34, 16, 53]
[10, 4, 13, 34, 16, 54]
[10, 4, 13, 16, 37, 38]
[10, 4, 13, 16, 37, 39]
[10, 4, 13, 16, 37, 49]
[10, 4, 13, 16, 37, 50]
[10, 4, 13, 16, 37, 51]
[10, 4, 13, 16, 37, 52]
[10, 4, 13, 16, 37, 53]
[10, 4, 13, 16, 37, 54]
[10, 4, 13, 16, 38, 39]
[10, 4, 13, 16, 49, 38]
[10, 4, 13, 16, 38, 50]
[10, 4, 13, 16, 38, 51]
[10, 4, 13, 16, 38, 52]
[10, 4, 13, 16, 38, 53]
[10, 4, 13, 16, 38, 54]
[10, 4, 13, 16, 49, 39]
[10, 4, 13, 16, 50, 39]
[10, 4, 13, 16, 39, 51]
[10, 4, 13, 16, 52, 39]
[10, 4, 13, 16, 39, 53]
[10, 4, 13, 16, 39, 54]
[10, 4, 13, 16, 49, 50]
[10, 4, 13, 16, 49, 51]
[10, 4, 13, 16, 49, 52]
[10, 4, 13, 16, 49, 53]
[10, 4, 13, 16, 49, 54]
[10, 4, 13, 16, 50, 51]
[10, 4, 13, 16, 50, 52]
[10, 4, 13, 16, 50, 53]
[10, 4, 13, 16, 50, 54]
[10, 4, 13, 16, 52, 51]
[10, 4, 13, 16, 51, 53]
[10, 4, 13, 16, 51, 54]
[10, 4, 13, 16, 52, 53]
[10, 4, 13, 16, 52, 54]
[10, 4, 13, 16, 53, 54]
[10, 4, 13, 34, 17, 18]
[10, 4, 13, 37, 17, 18]
[10, 4, 13, 17, 38, 18]
[10, 4, 13, 17, 18, 39]
[10, 4, 13, 49, 17, 18]
[10, 4, 13, 17, 50, 18]
[10, 4, 13, 17, 18, 51]
[10, 4, 13, 17, 52, 18]
[10, 4, 13, 17, 18, 53]
[10, 4, 13, 17, 18, 54]
[10, 4, 13, 34, 37, 17]
[10, 4, 13, 34, 17, 38]
[10, 4, 13, 34, 17, 39]
[10, 4, 13, 34, 49, 17]
[10, 4, 13, 34, 17, 50]
[10, 4, 13, 34, 17, 51]
[10, 4, 13, 34, 17, 52]
[10, 4, 13, 34, 17, 53]
[10, 4, 13, 34, 17, 54]
[10, 4, 13, 37, 17, 38]
[10, 4, 13, 37, 17, 39]
[10, 4, 13, 37, 49, 17]
[10, 4, 13, 37, 17, 50]
[10, 4, 13, 37, 17, 51]
[10, 4, 13, 37, 17, 52]
[10, 4, 13, 37, 17, 53]
[10, 4, 13, 37, 17, 54]
[10, 4, 13, 17, 38, 39]
[10, 4, 13, 49, 17, 38]
[10, 4, 13, 17, 38, 50]
[10, 4, 13, 17, 38, 51]
[10, 4, 13, 17, 38, 52]
[10, 4, 13, 17, 38, 53]
[10, 4, 13, 17, 38, 54]
[10, 4, 13, 49, 17, 39]
[10, 4, 13, 17, 50, 39]
[10, 4, 13, 17, 39, 51]
[10, 4, 13, 17, 52, 39]
[10, 4, 13, 17, 39, 53]
[10, 4, 13, 17, 39, 54]
[10, 4, 13, 49, 17, 50]
[10, 4, 13, 49, 17, 51]
[10, 4, 13, 49, 17, 52]
[10, 4, 13, 49, 17, 53]
[10, 4, 13, 49, 17, 54]
[10, 4, 13, 17, 50, 51]
[10, 4, 13, 17, 50, 52]
[10, 4, 13, 17, 50, 53]
[10, 4, 13, 17, 50, 54]
[10, 4, 13, 17, 52, 51]
[10, 4, 13, 17, 51, 53]
[10, 4, 13, 17, 51, 54]
[10, 4, 13, 17, 52, 53]
[10, 4, 13, 17, 52, 54]
[10, 4, 13, 17, 53, 54]
[10, 4, 13, 34, 37, 18]
[10, 4, 13, 34, 38, 18]
[10, 4, 13, 34, 18, 39]
[10, 4, 13, 34, 49, 18]
[10, 4, 13, 34, 50, 18]
[10, 4, 13, 34, 18, 51]
[10, 4, 13, 34, 52, 18]
[10, 4, 13, 34, 18, 53]
[10, 4, 13, 34, 18, 54]
[10, 4, 13, 37, 38, 18]
[10, 4, 13, 37, 18, 39]
[10, 4, 13, 37, 49, 18]
[10, 4, 13, 37, 50, 18]
[10, 4, 13, 37, 18, 51]
[10, 4, 13, 37, 52, 18]
[10, 4, 13, 37, 18, 53]
[10, 4, 13, 37, 18, 54]
[10, 4, 13, 38, 18, 39]
[10, 4, 13, 49, 38, 18]
[10, 4, 13, 38, 50, 18]
