[[2], [3, 5], [4], [6, 7]]
[10, 16, 43, 50, 52, 9, 18]
[10, 16, 43, 50, 9, 18, 53]
[10, 16, 43, 50, 9, 18, 54]
[10, 16, 43, 52, 9, 18, 51]
[10, 16, 43, 9, 18, 51, 53]
[10, 16, 43, 9, 18, 51, 54]
[10, 16, 43, 52, 9, 18, 53]
[10, 16, 43, 52, 9, 18, 54]
[10, 16, 43, 9, 18, 53, 54]
[10, 16, 49, 50, 9, 18, 44]
[10, 16, 49, 9, 18, 44, 51]
[10, 16, 49, 52, 9, 18, 44]
[10, 16, 49, 9, 18, 44, 53]
[10, 16, 49, 9, 18, 44, 54]
[10, 16, 50, 9, 18, 44, 51]
[10, 16, 50, 52, 9, 18, 44]
[10, 16, 50, 9, 18, 44, 53]
[10, 16, 50, 9, 18, 44, 54]
[10, 16, 52, 9, 18, 44, 51]
[10, 16, 9, 18, 44, 51, 53]
[10, 16, 9, 18, 44, 51, 54]
[10, 16, 52, 9, 18, 44, 53]
[10, 16, 52, 9, 18, 44, 54]
[10, 16, 9, 18, 44, 53, 54]
[10, 16, 49, 50, 9, 18, 51]
[10, 16, 49, 50, 52, 9, 18]
[10, 16, 49, 50, 9, 18, 53]
[10, 16, 49, 50, 9, 18, 54]
[10, 16, 49, 52, 9, 18, 51]
[10, 16, 49, 9, 18, 51, 53]
[10, 16, 49, 9, 18, 51, 54]
[10, 16, 49, 52, 9, 18, 53]
[10, 16, 49, 52, 9, 18, 54]
[10, 16, 49, 9, 18, 53, 54]
[10, 16, 50, 52, 9, 18, 51]
[10, 16, 50, 9, 18, 51, 53]
[10, 16, 50, 9, 18, 51, 54]
[10, 16, 50, 52, 9, 18, 53]
[10, 16, 50, 52, 9, 18, 54]
[10, 16, 50, 9, 18, 53, 54]
[10, 16, 52, 9, 18, 51, 53]
[10, 16, 52, 9, 18, 51, 54]
[10, 16, 9, 18, 51, 53, 54]
[10, 16, 52, 9, 18, 53, 54]
[10, 40, 16, 42, 43, 9, 44]
[10, 40, 16, 42, 49, 43, 9]
[10, 40, 16, 42, 43, 50, 9]
[10, 40, 16, 42, 43, 9, 51]
[10, 40, 16, 42, 43, 52, 9]
[10, 40, 16, 42, 43, 9, 53]
[10, 40, 16, 42, 43, 9, 54]
[10, 40, 16, 42, 49, 9, 44]
[10, 40, 16, 42, 50, 9, 44]
[10, 40, 16, 42, 9, 44, 51]
[10, 40, 16, 42, 52, 9, 44]
[10, 40, 16, 42, 9, 44, 53]
[10, 40, 16, 42, 9, 44, 54]
[10, 40, 16, 42, 49, 50, 9]
[10, 40, 16, 42, 49, 9, 51]
[10, 40, 16, 42, 49, 52, 9]
[10, 40, 16, 42, 49, 9, 53]
[10, 40, 16, 42, 49, 9, 54]
[10, 40, 16, 42, 50, 9, 51]
[10, 40, 16, 42, 50, 52, 9]
[10, 40, 16, 42, 50, 9, 53]
[10, 40, 16, 42, 50, 9, 54]
[10, 40, 16, 42, 52, 9, 51]
[10, 40, 16, 42, 9, 51, 53]
[10, 40, 16, 42, 9, 51, 54]
[10, 40, 16, 42, 52, 9, 53]
[10, 40, 16, 42, 52, 9, 54]
[10, 40, 16, 42, 9, 53, 54]
[10, 40, 16, 49, 43, 9, 44]
[10, 40, 16, 43, 50, 9, 44]
[10, 40, 16, 43, 9, 44, 51]
[10, 40, 16, 43, 52, 9, 44]
[10, 40, 16, 43, 9, 44, 53]
[10, 40, 16, 43, 9, 44, 54]
[10, 40, 16, 49, 43, 50, 9]
[10, 40, 16, 49, 43, 9, 51]
[10, 40, 16, 49, 43, 52, 9]
[10, 40, 16, 49, 43, 9, 53]
[10, 40, 16, 49, 43, 9, 54]
[10, 40, 16, 43, 50, 9, 51]
[10, 40, 16, 43, 50, 52, 9]
[10, 40, 16, 43, 50, 9, 53]
[10, 40, 16, 43, 50, 9, 54]
[10, 40, 16, 43, 52, 9, 51]
[10, 40, 16, 43, 9, 51, 53]
[10, 40, 16, 43, 9, 51, 54]
[10, 40, 16, 43, 52, 9, 53]
[10, 40, 16, 43, 52, 9, 54]
[10, 40, 16, 43, 9, 53, 54]
[10, 40, 16, 49, 50, 9, 44]
[10, 40, 16, 49, 9, 44, 51]
[10, 40, 16, 49, 52, 9, 44]
[10, 40, 16, 49, 9, 44, 53]
[10, 40, 16, 49, 9, 44, 54]
[10, 40, 16, 50, 9, 44, 51]
[10, 40, 16, 50, 52, 9, 44]
[10, 40, 16, 50, 9, 44, 53]
[10, 40, 16, 50, 9, 44, 54]
[10, 40, 16, 52, 9, 44, 51]
[10, 40, 16, 9, 44, 51, 53]
[10, 40, 16, 9, 44, 51, 54]
[10, 40, 16, 52, 9, 44, 53]
[10, 40, 16, 52, 9, 44, 54]
[10, 40, 16, 9, 44, 53, 54]
[10, 40, 16, 49, 50, 9, 51]
[10, 40, 16, 49, 50, 52, 9]
[10, 40, 16, 49, 50, 9, 53]
[10, 40, 16, 49, 50, 9, 54]
[10, 40, 16, 49, 52, 9, 51]
[10, 40, 16, 49, 9, 51, 53]
[10, 40, 16, 49, 9, 51, 54]
[10, 40, 16, 49, 52, 9, 53]
[10, 40, 16, 49, 52, 9, 54]
[10, 40, 16, 49, 9, 53, 54]
[10, 40, 16, 50, 52, 9, 51]
[10, 40, 16, 50, 9, 51, 53]
[10, 40, 16, 50, 9, 51, 54]
[10, 40, 16, 50, 52, 9, 53]
[10, 40, 16, 50, 52, 9, 54]
[10, 40, 16, 50, 9, 53, 54]
[10, 40, 16, 52, 9, 51, 53]
[10, 40, 16, 52, 9, 51, 54]
[10, 40, 16, 9, 51, 53, 54]
[10, 40, 16, 52, 9, 53, 54]
[10, 16, 42, 49, 43, 9, 44]
[10, 16, 42, 43, 50, 9, 44]
[10, 16, 42, 43, 9, 44, 51]
[10, 16, 42, 43, 52, 9, 44]
[10, 16, 42, 43, 9, 44, 53]
[10, 16, 42, 43, 9, 44, 54]
[10, 16, 42, 49, 43, 50, 9]
[10, 16, 42, 49, 43, 9, 51]
[10, 16, 42, 49, 43, 52, 9]
[10, 16, 42, 49, 43, 9, 53]
[10, 16, 42, 49, 43, 9, 54]
[10, 16, 42, 43, 50, 9, 51]
[10, 16, 42, 43, 50, 52, 9]
[10, 16, 42, 43, 50, 9, 53]
[10, 16, 42, 43, 50, 9, 54]
[10, 16, 42, 43, 52, 9, 51]
[10, 16, 42, 43, 9, 51, 53]
[10, 16, 42, 43, 9, 51, 54]
[10, 16, 42, 43, 52, 9, 53]
[10, 16, 42, 43, 52, 9, 54]
[10, 16, 42, 43, 9, 53, 54]
[10, 16, 42, 49, 50, 9, 44]
[10, 16, 42, 49, 9, 44, 51]
[10, 16, 42, 49, 52, 9, 44]
[10, 16, 42, 49, 9, 44, 53]
[10, 16, 42, 49, 9, 44, 54]
[10, 16, 42, 50, 9, 44, 51]
[10, 16, 42, 50, 52, 9, 44]
[10, 16, 42, 50, 9, 44, 53]
[10, 16, 42, 50, 9, 44, 54]
[10, 16, 42, 52, 9, 44, 51]
[10, 16, 42, 9, 44, 51, 53]
[10, 16, 42, 9, 44, 51, 54]
[10, 16, 42, 52, 9, 44, 53]
[10, 16, 42, 52, 9, 44, 54]
[10, 16, 42, 9, 44, 53, 54]
[10, 16, 42, 49, 50, 9, 51]
[10, 16, 42, 49, 50, 52, 9]
[10, 16, 42, 49, 50, 9, 53]
[10, 16, 42, 49, 50, 9, 54]
[10, 16, 42, 49, 52, 9, 51]
[10, 16, 42, 49, 9, 51, 53]
[10, 16, 42, 49, 9, 51, 54]
[10, 16, 42, 49, 52, 9, 53]
[10, 16, 42, 49, 52, 9, 54]
[10, 16, 42, 49, 9, 53, 54]
[10, 16, 42, 50, 52, 9, 51]
[10, 16, 42, 50, 9, 51, 53]
[10, 16, 42, 50, 9, 51, 54]
[10, 16, 42, 50, 52, 9, 53]
[10, 16, 42, 50, 52, 9, 54]
[10, 16, 42, 50, 9, 53, 54]
[10, 16, 42, 52, 9, 51, 53]
[10, 16, 42, 52, 9, 51, 54]
[10, 16, 42, 9, 51, 53, 54]
[10, 16, 42, 52, 9, 53, 54]
[10, 16, 49, 43, 50, 9, 44]
[10, 16, 49, 43, 9, 44, 51]
[10, 16, 49, 43, 52, 9, 44]
[10, 16, 49, 43, 9, 44, 53]
[10, 16, 49, 43, 9, 44, 54]
[10, 16, 43, 50, 9, 44, 51]
[10, 16, 43, 50, 52, 9, 44]
[10, 16, 43, 50, 9, 44, 53]
[10, 16, 43, 50, 9, 44, 54]
[10, 16, 43, 52, 9, 44, 51]
[10, 16, 43, 9, 44, 51, 53]
[10, 16, 43, 9, 44, 51, 54]
[10, 16, 43, 52, 9, 44, 53]
[10, 16, 43, 52, 9, 44, 54]
[10, 16, 43, 9, 44, 53, 54]
[10, 16, 49, 43, 50, 9, 51]
[10, 16, 49, 43, 50, 52, 9]
[10, 16, 49, 43, 50, 9, 53]
[10, 16, 49, 43, 50, 9, 54]
[10, 16, 49, 43, 52, 9, 51]
[10, 16, 49, 43, 9, 51, 53]
[10, 16, 49, 43, 9, 51, 54]
[10, 16, 49, 43, 52, 9, 53]
[10, 16, 49, 43, 52, 9, 54]
[10, 16, 49, 43, 9, 53, 54]
[10, 16, 43, 50, 52, 9, 51]
[10, 16, 43, 50, 9, 51, 53]
[10, 16, 43, 50, 9, 51, 54]
[10, 16, 43, 50, 52, 9, 53]
[10, 16, 43, 50, 52, 9, 54]
[10, 16, 43, 50, 9, 53, 54]
[10, 16, 43, 52, 9, 51, 53]
[10, 16, 43, 52, 9, 51, 54]
[10, 16, 43, 9, 51, 53, 54]
[10, 16, 43, 52, 9, 53, 54]
[10, 16, 49, 50, 9, 44, 51]
[10, 16, 49, 50, 52, 9, 44]
[10, 16, 49, 50, 9, 44, 53]
[10, 16, 49, 50, 9, 44, 54]
[10, 16, 49, 52, 9, 44, 51]
[10, 16, 49, 9, 44, 51, 53]
[10, 16, 49, 9, 44, 51, 54]
[10, 16, 49, 52, 9, 44, 53]
[10, 16, 49, 52, 9, 44, 54]
[10, 16, 49, 9, 44, 53, 54]
[10, 16, 50, 52, 9, 44, 51]
[10, 16, 50, 9, 44, 51, 53]
[10, 16, 50, 9, 44, 51, 54]
[10, 16, 50, 52, 9, 44, 53]
[10, 16, 50, 52, 9, 44, 54]
[10, 16, 50, 9, 44, 53, 54]
[10, 16, 52, 9, 44, 51, 53]
[10, 16, 52, 9, 44, 51, 54]
[10, 16, 9, 44, 51, 53, 54]
[10, 16, 52, 9, 44, 53, 54]
[10, 16, 49, 50, 52, 9, 51]
[10, 16, 49, 50, 9, 51, 53]
[10, 16, 49, 50, 9, 51, 54]
[10, 16, 49, 50, 52, 9, 53]
[10, 16, 49, 50, 52, 9, 54]
[10, 16, 49, 50, 9, 53, 54]
[10, 16, 49, 52, 9, 51, 53]
[10, 16, 49, 52, 9, 51, 54]
[10, 16, 49, 9, 51, 53, 54]
[10, 16, 49, 52, 9, 53, 54]
[10, 16, 50, 52, 9, 51, 53]
[10, 16, 50, 52, 9, 51, 54]
[10, 16, 50, 9, 51, 53, 54]
[10, 16, 50, 52, 9, 53, 54]
[10, 16, 52, 9, 51, 53, 54]
[10, 40, 42, 17, 43, 9, 18]
[10, 40, 42, 17, 9, 18, 44]
[10, 40, 42, 49, 17, 9, 18]
[10, 40, 42, 17, 50, 9, 18]
[10, 40, 42, 17, 9, 18, 51]
[10, 40, 42, 17, 52, 9, 18]
[10, 40, 42, 17, 9, 18, 53]
[10, 40, 42, 17, 9, 18, 54]
[10, 40, 17, 43, 9, 18, 44]
[10, 40, 49, 17, 43, 9, 18]
[10, 40, 17, 43, 50, 9, 18]
[10, 40, 17, 43, 9, 18, 51]
[10, 40, 17, 43, 52, 9, 18]
[10, 40, 17, 43, 9, 18, 53]
[10, 40, 17, 43, 9, 18, 54]
[10, 40, 49, 17, 9, 18, 44]
[10, 40, 17, 50, 9, 18, 44]
[10, 40, 17, 9, 18, 44, 51]
[10, 40, 17, 52, 9, 18, 44]
[10, 40, 17, 9, 18, 44, 53]
[10, 40, 17, 9, 18, 44, 54]
[10, 40, 49, 17, 50, 9, 18]
[10, 40, 49, 17, 9, 18, 51]
[10, 40, 49, 17, 52, 9, 18]
[10, 40, 49, 17, 9, 18, 53]
[10, 40, 49, 17, 9, 18, 54]
[10, 40, 17, 50, 9, 18, 51]
[10, 40, 17, 50, 52, 9, 18]
[10, 40, 17, 50, 9, 18, 53]
[10, 40, 17, 50, 9, 18, 54]
[10, 40, 17, 52, 9, 18, 51]
[10, 40, 17, 9, 18, 51, 53]
[10, 40, 17, 9, 18, 51, 54]
[10, 40, 17, 52, 9, 18, 53]
[10, 40, 17, 52, 9, 18, 54]
[10, 40, 17, 9, 18, 53, 54]
[10, 42, 17, 43, 9, 18, 44]
[10, 42, 49, 17, 43, 9, 18]
[10, 42, 17, 43, 50, 9, 18]
[10, 42, 17, 43, 9, 18, 51]
[10, 42, 17, 43, 52, 9, 18]
[10, 42, 17, 43, 9, 18, 53]
[10, 42, 17, 43, 9, 18, 54]
[10, 42, 49, 17, 9, 18, 44]
[10, 42, 17, 50, 9, 18, 44]
[10, 42, 17, 9, 18, 44, 51]
[10, 42, 17, 52, 9, 18, 44]
[10, 42, 17, 9, 18, 44, 53]
[10, 42, 17, 9, 18, 44, 54]
[10, 42, 49, 17, 50, 9, 18]
[10, 42, 49, 17, 9, 18, 51]
[10, 42, 49, 17, 52, 9, 18]
[10, 42, 49, 17, 9, 18, 53]
[10, 42, 49, 17, 9, 18, 54]
[10, 42, 17, 50, 9, 18, 51]
[10, 42, 17, 50, 52, 9, 18]
[10, 42, 17, 50, 9, 18, 53]
[10, 42, 17, 50, 9, 18, 54]
[10, 42, 17, 52, 9, 18, 51]
[10, 42, 17, 9, 18, 51, 53]
[10, 42, 17, 9, 18, 51, 54]
[10, 42, 17, 52, 9, 18, 53]
[10, 42, 17, 52, 9, 18, 54]
[10, 42, 17, 9, 18, 53, 54]
[10, 49, 17, 43, 9, 18, 44]
[10, 17, 43, 50, 9, 18, 44]
[10, 17, 43, 9, 18, 44, 51]
[10, 17, 43, 52, 9, 18, 44]
[10, 17, 43, 9, 18, 44, 53]
[10, 17, 43, 9, 18, 44, 54]
[10, 49, 17, 43, 50, 9, 18]
[10, 49, 17, 43, 9, 18, 51]
[10, 49, 17, 43, 52, 9, 18]
[10, 49, 17, 43, 9, 18, 53]
[10, 49, 17, 43, 9, 18, 54]
[10, 17, 43, 50, 9, 18, 51]
[10, 17, 43, 50, 52, 9, 18]
[10, 17, 43, 50, 9, 18, 53]
[10, 17, 43, 50, 9, 18, 54]
[10, 17, 43, 52, 9, 18, 51]
[10, 17, 43, 9, 18, 51, 53]
[10, 17, 43, 9, 18, 51, 54]
[10, 17, 43, 52, 9, 18, 53]
[10, 17, 43, 52, 9, 18, 54]
[10, 17, 43, 9, 18, 53, 54]
[10, 49, 17, 50, 9, 18, 44]
[10, 49, 17, 9, 18, 44, 51]
[10, 49, 17, 52, 9, 18, 44]
[10, 49, 17, 9, 18, 44, 53]
[10, 49, 17, 9, 18, 44, 54]
[10, 17, 50, 9, 18, 44, 51]
[10, 17, 50, 52, 9, 18, 44]
[10, 17, 50, 9, 18, 44, 53]
[10, 17, 50, 9, 18, 44, 54]
[10, 17, 52, 9, 18, 44, 51]
[10, 17, 9, 18, 44, 51, 53]
[10, 17, 9, 18, 44, 51, 54]
[10, 17, 52, 9, 18, 44, 53]
[10, 17, 52, 9, 18, 44, 54]
[10, 17, 9, 18, 44, 53, 54]
[10, 49, 17, 50, 9, 18, 51]
[10, 49, 17, 50, 52, 9, 18]
[10, 49, 17, 50, 9, 18, 53]
[10, 49, 17, 50, 9, 18, 54]
[10, 49, 17, 52, 9, 18, 51]
[10, 49, 17, 9, 18, 51, 53]
[10, 49, 17, 9, 18, 51, 54]
[10, 49, 17, 52, 9, 18, 53]
[10, 49, 17, 52, 9, 18, 54]
[10, 49, 17, 9, 18, 53, 54]
[10, 17, 50, 52, 9, 18, 51]
[10, 17, 50, 9, 18, 51, 53]
[10, 17, 50, 9, 18, 51, 54]
[10, 17, 50, 52, 9, 18, 53]
[10, 17, 50, 52, 9, 18, 54]
[10, 17, 50, 9, 18, 53, 54]
[10, 17, 52, 9, 18, 51, 53]
[10, 17, 52, 9, 18, 51, 54]
[10, 17, 9, 18, 51, 53, 54]
[10, 17, 52, 9, 18, 53, 54]
[10, 40, 42, 17, 43, 9, 44]
[10, 40, 42, 49, 17, 43, 9]
[10, 40, 42, 17, 43, 50, 9]
[10, 40, 42, 17, 43, 9, 51]
[10, 40, 42, 17, 43, 52, 9]
[10, 40, 42, 17, 43, 9, 53]
[10, 40, 42, 17, 43, 9, 54]
[10, 40, 42, 49, 17, 9, 44]
[10, 40, 42, 17, 50, 9, 44]
[10, 40, 42, 17, 9, 44, 51]
[10, 40, 42, 17, 52, 9, 44]
[10, 40, 42, 17, 9, 44, 53]
[10, 40, 42, 17, 9, 44, 54]
[10, 40, 42, 49, 17, 50, 9]
[10, 40, 42, 49, 17, 9, 51]
[10, 40, 42, 49, 17, 52, 9]
[10, 40, 42, 49, 17, 9, 53]
[10, 40, 42, 49, 17, 9, 54]
[10, 40, 42, 17, 50, 9, 51]
[10, 40, 42, 17, 50, 52, 9]
[10, 40, 42, 17, 50, 9, 53]
[10, 40, 42, 17, 50, 9, 54]
[10, 40, 42, 17, 52, 9, 51]
[10, 40, 42, 17, 9, 51, 53]
[10, 40, 42, 17, 9, 51, 54]
[10, 40, 42, 17, 52, 9, 53]
[10, 40, 42, 17, 52, 9, 54]
[10, 40, 42, 17, 9, 53, 54]
[10, 40, 49, 17, 43, 9, 44]
[10, 40, 17, 43, 50, 9, 44]
[10, 40, 17, 43, 9, 44, 51]
[10, 40, 17, 43, 52, 9, 44]
[10, 40, 17, 43, 9, 44, 53]
[10, 40, 17, 43, 9, 44, 54]
[10, 40, 49, 17, 43, 50, 9]
[10, 40, 49, 17, 43, 9, 51]
[10, 40, 49, 17, 43, 52, 9]
[10, 40, 49, 17, 43, 9, 53]
[10, 40, 49, 17, 43, 9, 54]
[10, 40, 17, 43, 50, 9, 51]
[10, 40, 17, 43, 50, 52, 9]
[10, 40, 17, 43, 50, 9, 53]
[10, 40, 17, 43, 50, 9, 54]
[10, 40, 17, 43, 52, 9, 51]
[10, 40, 17, 43, 9, 51, 53]
[10, 40, 17, 43, 9, 51, 54]
[10, 40, 17, 43, 52, 9, 53]
[10, 40, 17, 43, 52, 9, 54]
[10, 40, 17, 43, 9, 53, 54]
[10, 40, 49, 17, 50, 9, 44]
[10, 40, 49, 17, 9, 44, 51]
[10, 40, 49, 17, 52, 9, 44]
[10, 40, 49, 17, 9, 44, 53]
[10, 40, 49, 17, 9, 44, 54]
[10, 40, 17, 50, 9, 44, 51]
[10, 40, 17, 50, 52, 9, 44]
[10, 40, 17, 50, 9, 44, 53]
[10, 40, 17, 50, 9, 44, 54]
[10, 40, 17, 52, 9, 44, 51]
[10, 40, 17, 9, 44, 51, 53]
[10, 40, 17, 9, 44, 51, 54]
[10, 40, 17, 52, 9, 44, 53]
[10, 40, 17, 52, 9, 44, 54]
[10, 40, 17, 9, 44, 53, 54]
[10, 40, 49, 17, 50, 9, 51]
[10, 40, 49, 17, 50, 52, 9]
[10, 40, 49, 17, 50, 9, 53]
[10, 40, 49, 17, 50, 9, 54]
[10, 40, 49, 17, 52, 9, 51]
[10, 40, 49, 17, 9, 51, 53]
[10, 40, 49, 17, 9, 51, 54]
[10, 40, 49, 17, 52, 9, 53]
[10, 40, 49, 17, 52, 9, 54]
[10, 40, 49, 17, 9, 53, 54]
[10, 40, 17, 50, 52, 9, 51]
[10, 40, 17, 50, 9, 51, 53]
[10, 40, 17, 50, 9, 51, 54]
[10, 40, 17, 50, 52, 9, 53]
[10, 40, 17, 50, 52, 9, 54]
[10, 40, 17, 50, 9, 53, 54]
[10, 40, 17, 52, 9, 51, 53]
[10, 40, 17, 52, 9, 51, 54]
[10, 40, 17, 9, 51, 53, 54]
[10, 40, 17, 52, 9, 53, 54]
[10, 42, 49, 17, 43, 9, 44]
[10, 42, 17, 43, 50, 9, 44]
[10, 42, 17, 43, 9, 44, 51]
[10, 42, 17, 43, 52, 9, 44]
[10, 42, 17, 43, 9, 44, 53]
[10, 42, 17, 43, 9, 44, 54]
[10, 42, 49, 17, 43, 50, 9]
[10, 42, 49, 17, 43, 9, 51]
[10, 42, 49, 17, 43, 52, 9]
[10, 42, 49, 17, 43, 9, 53]
[10, 42, 49, 17, 43, 9, 54]
[10, 42, 17, 43, 50, 9, 51]
[10, 42, 17, 43, 50, 52, 9]
[10, 42, 17, 43, 50, 9, 53]
[10, 42, 17, 43, 50, 9, 54]
[10, 42, 17, 43, 52, 9, 51]
[10, 42, 17, 43, 9, 51, 53]
[10, 42, 17, 43, 9, 51, 54]
[10, 42, 17, 43, 52, 9, 53]
[10, 42, 17, 43, 52, 9, 54]
[10, 42, 17, 43, 9, 53, 54]
[10, 42, 49, 17, 50, 9, 44]
[10, 42, 49, 17, 9, 44, 51]
[10, 42, 49, 17, 52, 9, 44]
[10, 42, 49, 17, 9, 44, 53]
[10, 42, 49, 17, 9, 44, 54]
[10, 42, 17, 50, 9, 44, 51]
[10, 42, 17, 50, 52, 9, 44]
[10, 42, 17, 50, 9, 44, 53]
[10, 42, 17, 50, 9, 44, 54]
[10, 42, 17, 52, 9, 44, 51]
[10, 42, 17, 9, 44, 51, 53]
[10, 42, 17, 9, 44, 51, 54]
[10, 42, 17, 52, 9, 44, 53]
[10, 42, 17, 52, 9, 44, 54]
[10, 42, 17, 9, 44, 53, 54]
[10, 42, 49, 17, 50, 9, 51]
[10, 42, 49, 17, 50, 52, 9]
[10, 42, 49, 17, 50, 9, 53]
[10, 42, 49, 17, 50, 9, 54]
[10, 42, 49, 17, 52, 9, 51]
[10, 42, 49, 17, 9, 51, 53]
[10, 42, 49, 17, 9, 51, 54]
[10, 42, 49, 17, 52, 9, 53]
[10, 42, 49, 17, 52, 9, 54]
[10, 42, 49, 17, 9, 53, 54]
[10, 42, 17, 50, 52, 9, 51]
[10, 42, 17, 50, 9, 51, 53]
[10, 42, 17, 50, 9, 51, 54]
[10, 42, 17, 50, 52, 9, 53]
[10, 42, 17, 50, 52, 9, 54]
[10, 42, 17, 50, 9, 53, 54]
[10, 42, 17, 52, 9, 51, 53]
[10, 42, 17, 52, 9, 51, 54]
[10, 42, 17, 9, 51, 53, 54]
[10, 42, 17, 52, 9, 53, 54]
[10, 49, 17, 43, 50, 9, 44]
[10, 49, 17, 43, 9, 44, 51]
[10, 49, 17, 43, 52, 9, 44]
[10, 49, 17, 43, 9, 44, 53]
[10, 49, 17, 43, 9, 44, 54]
[10, 17, 43, 50, 9, 44, 51]
[10, 17, 43, 50, 52, 9, 44]
[10, 17, 43, 50, 9, 44, 53]
[10, 17, 43, 50, 9, 44, 54]
[10, 17, 43, 52, 9, 44, 51]
[10, 17, 43, 9, 44, 51, 53]
[10, 17, 43, 9, 44, 51, 54]
[10, 17, 43, 52, 9, 44, 53]
[10, 17, 43, 52, 9, 44, 54]
[10, 17, 43, 9, 44, 53, 54]
[10, 49, 17, 43, 50, 9, 51]
[10, 49, 17, 43, 50, 52, 9]
[10, 49, 17, 43, 50, 9, 53]
[10, 49, 17, 43, 50, 9, 54]
[10, 49, 17, 43, 52, 9, 51]
[10, 49, 17, 43, 9, 51, 53]
[10, 49, 17, 43, 9, 51, 54]
[10, 49, 17, 43, 52, 9, 53]
[10, 49, 17, 43, 52, 9, 54]
[10, 49, 17, 43, 9, 53, 54]
[10, 17, 43, 50, 52, 9, 51]
[10, 17, 43, 50, 9, 51, 53]
[10, 17, 43, 50, 9, 51, 54]
[10, 17, 43, 50, 52, 9, 53]
[10, 17, 43, 50, 52, 9, 54]
[10, 17, 43, 50, 9, 53, 54]
[10, 17, 43, 52, 9, 51, 53]
[10, 17, 43, 52, 9, 51, 54]
[10, 17, 43, 9, 51, 53, 54]
[10, 17, 43, 52, 9, 53, 54]
[10, 49, 17, 50, 9, 44, 51]
[10, 49, 17, 50, 52, 9, 44]
[10, 49, 17, 50, 9, 44, 53]
[10, 49, 17, 50, 9, 44, 54]
[10, 49, 17, 52, 9, 44, 51]
[10, 49, 17, 9, 44, 51, 53]
[10, 49, 17, 9, 44, 51, 54]
[10, 49, 17, 52, 9, 44, 53]
[10, 49, 17, 52, 9, 44, 54]
[10, 49, 17, 9, 44, 53, 54]
[10, 17, 50, 52, 9, 44, 51]
[10, 17, 50, 9, 44, 51, 53]
[10, 17, 50, 9, 44, 51, 54]
[10, 17, 50, 52, 9, 44, 53]
[10, 17, 50, 52, 9, 44, 54]
[10, 17, 50, 9, 44, 53, 54]
[10, 17, 52, 9, 44, 51, 53]
[10, 17, 52, 9, 44, 51, 54]
[10, 17, 9, 44, 51, 53, 54]
[10, 17, 52, 9, 44, 53, 54]
[10, 49, 17, 50, 52, 9, 51]
[10, 49, 17, 50, 9, 51, 53]
[10, 49, 17, 50, 9, 51, 54]
[10, 49, 17, 50, 52, 9, 53]
[10, 49, 17, 50, 52, 9, 54]
[10, 49, 17, 50, 9, 53, 54]
[10, 49, 17, 52, 9, 51, 53]
[10, 49, 17, 52, 9, 51, 54]
[10, 49, 17, 9, 51, 53, 54]
[10, 49, 17, 52, 9, 53, 54]
[10, 17, 50, 52, 9, 51, 53]
[10, 17, 50, 52, 9, 51, 54]
[10, 17, 50, 9, 51, 53, 54]
[10, 17, 50, 52, 9, 53, 54]
[10, 17, 52, 9, 51, 53, 54]
[10, 40, 42, 43, 9, 18, 44]
[10, 40, 42, 49, 43, 9, 18]
[10, 40, 42, 43, 50, 9, 18]
[10, 40, 42, 43, 9, 18, 51]
[10, 40, 42, 43, 52, 9, 18]
[10, 40, 42, 43, 9, 18, 53]
[10, 40, 42, 43, 9, 18, 54]
[10, 40, 42, 49, 9, 18, 44]
[10, 40, 42, 50, 9, 18, 44]
[10, 40, 42, 9, 18, 44, 51]
[10, 40, 42, 52, 9, 18, 44]
[10, 40, 42, 9, 18, 44, 53]
[10, 40, 42, 9, 18, 44, 54]
[10, 40, 42, 49, 50, 9, 18]
[10, 40, 42, 49, 9, 18, 51]
[10, 40, 42, 49, 52, 9, 18]
[10, 40, 42, 49, 9, 18, 53]
[10, 40, 42, 49, 9, 18, 54]
[10, 40, 42, 50, 9, 18, 51]
[10, 40, 42, 50, 52, 9, 18]
[10, 40, 42, 50, 9, 18, 53]
[10, 40, 42, 50, 9, 18, 54]
[10, 40, 42, 52, 9, 18, 51]
[10, 40, 42, 9, 18, 51, 53]
[10, 40, 42, 9, 18, 51, 54]
[10, 40, 42, 52, 9, 18, 53]
[10, 40, 42, 52, 9, 18, 54]
[10, 40, 42, 9, 18, 53, 54]
[10, 40, 49, 43, 9, 18, 44]
[10, 40, 43, 50, 9, 18, 44]
[10, 40, 43, 9, 18, 44, 51]
[10, 40, 43, 52, 9, 18, 44]
[10, 40, 43, 9, 18, 44, 53]
[10, 40, 43, 9, 18, 44, 54]
[10, 40, 49, 43, 50, 9, 18]
[10, 40, 49, 43, 9, 18, 51]
[10, 40, 49, 43, 52, 9, 18]
[10, 40, 49, 43, 9, 18, 53]
[10, 40, 49, 43, 9, 18, 54]
[10, 40, 43, 50, 9, 18, 51]
[10, 40, 43, 50, 52, 9, 18]
[10, 40, 43, 50, 9, 18, 53]
[10, 40, 43, 50, 9, 18, 54]
[10, 40, 43, 52, 9, 18, 51]
[10, 40, 43, 9, 18, 51, 53]
[10, 40, 43, 9, 18, 51, 54]
[10, 40, 43, 52, 9, 18, 53]
[10, 40, 43, 52, 9, 18, 54]
[10, 40, 43, 9, 18, 53, 54]
[10, 40, 49, 50, 9, 18, 44]
[10, 40, 49, 9, 18, 44, 51]
